context/aspect	opinion/argument	reason/factoid	preference	direct	method	super	question
0	1	0	0	1	0	0	чем отличаются чувства от ощущений
0	1	0	1	1	0	0	что лучше парфюм или туалетная вода
0	1	0	1	1	0	0	что выбрать эмираты или египет
1	0	1	1	0	0	1	флаг какого европейского государства старейший
0	0	1	0	1	0	0	чем отличается ударная дрель от перфоратора
0	0	1	0	1	0	0	чем отличается циндол от цинковой мази
0	0	1	0	1	0	0	чем внп отличается от ввп
1	0	1	1	1	0	0	что больше мбит или кбит
0	1	0	0	1	0	0	в чём состоит различие свободных и вынужденных колебаний
0	1	0	0	0	0	0	индия куда поехать?
0	1	0	1	1	0	0	что выбрать шипы или липучка
1	0	1	1	0	0	0	как пишется не чего вместе или раздельно?
0	0	0	0	1	0	1	чем аннуитетные платежи отличаются от дифференцированных
0	1	0	1	0	0	0	подскажите какой купить квадроцикл
0	0	1	0	0	0	0	в чем заключается сходство всех эллинистических философских учений?
1	0	1	1	1	0	0	где холоднее  в предкавказье или на черноморском побережье кавказа и почему
0	1	0	1	0	0	0	где лучше покупать стиральную машинку
0	0	1	0	1	1	0	как отличить бронзу от железа
0	1	0	1	0	0	0	что лучше одеть под джинсы
0	1	0	1	1	0	0	что выбрать семью или карьеру
0	0	1	0	1	0	0	чем отличаются суши от роллов
0	1	1	0	1	0	0	как отличить мальчика попугая от девочки
1	0	1	1	0	0	1	какое самое ядовитое животное
1	0	1	1	0	0	1	какой бренд самый популярный на земле
0	1	0	1	1	0	0	какая стиральная машина лучше с фронтальной или вертикальной загрузкой
1	1	0	1	1	0	0	что дороже гель или акрил?
0	1	0	1	1	0	0	что выбрать додж или крайслер
0	1	0	1	1	0	0	что выбрать лед или плазму
0	1	0	1	1	0	0	что выбрать ламинат или паркетную доску
0	1	0	0	0	0	0	чем отличается летняя резина
1	0	1	1	1	0	0	что раньше сумерки или дневники вампира
0	0	1	0	1	0	0	чем отличаются плауны от папоротников
1	0	1	1	1	0	0	как правильно писать ноль или нуль
0	1	0	1	1	0	0	что лучше fat ntfs
0	1	0	1	0	0	0	чем лучше наносить тени
0	1	0	1	1	0	0	кто лучше армс или фури в 406
1	1	0	1	0	0	0	какой оператор выгоднее в турции
0	1	0	1	1	0	0	что лучше эутирокс или л-тироксин
1	1	0	1	0	0	1	какая профессия самая выгодная
0	0	1	1	1	0	0	как правильно наружный или наружний
0	0	1	0	1	0	0	чем отличается автозагар от бронзатора
0	1	0	1	1	0	0	какой утюг лучше philips или tefal
1	1	0	2	1	0	0	почему в городе жить лучше чем в деревне
0	1	0	1	0	0	0	какой акб выбрать на уаз
0	0	1	1	0	0	0	в каком возрасте лучше переболеть ветрянкой
0	0	1	0	1	0	0	в чем разница между оленем и лосем
0	1	0	1	1	0	0	какие стойки лучше масляные или газомаслянные
0	0	1	0	1	0	0	чем отличается salary от wage
1	0	1	1	1	0	0	как правильно пишеться сдесь или здесь
0	1	0	0	1	0	0	что общего между эйфеливой башней и женских ног
1	0	1	1	1	0	0	как правильно дистрибуция или дистрибьюция
1	1	1	0	1	0	0	каковы основные признаки государства отличающие его от организации власти в первобытном обществе
0	1	0	1	0	0	1	какая область в россии самая лучшая
0	1	0	1	1	0	0	что лучше htc one x или sony xperia s
0	1	1	0	1	1	0	как отличить ангину от простуды
0	1	0	1	1	0	0	что лучше acer или toshiba
0	0	1	0	1	0	0	что общего между словом и словосочетанием
1	1	1	0	1	0	0	какие особенности строения отличали кроманьонцев от неандертальцев
0	1	0	0	1	0	0	в чём разница между неполноценными и полноценными белками
0	1	1	1	1	0	0	что лучше лазолван или синекод
0	1	0	1	1	0	0	что выбрать шубу или дубленку
1	0	1	0	1	0	0	вспомните как питаются моллюски что общего в питании ланцетников и моллюсков
1	0	1	1	0	0	1	какая страна является крупнейшей в мире
0	1	0	0	1	0	0	чем назначение отличается от цели
0	1	0	1	0	0	0	какой перфоратор лучше
0	1	1	0	1	0	0	как отличить фальшивые евро от настоящих
0	1	0	1	0	0	0	презервативы  какие лучше
0	1	0	1	1	0	0	что лучше asus или lenovo
1	1	0	1	0	0	0	где дешевле вылечить зубы в омске
0	1	0	1	1	0	0	какой фотоаппарат лучше  sony или nikon
0	1	1	0	1	0	0	как отличить айфон 4 от подделки
0	0	1	0	1	0	0	какая из двух основных отчетных форм является причиной, а какая следствием?
0	1	0	1	1	0	0	что выбрать айпед или самсунг
1	1	0	2	1	0	0	какие дополнительные возможности предоставляются пользователям при работе на компьютерах подключенных к локальной сети по сравнению с работой на автономном компьютере
0	1	0	1	0	0	0	какая пудра лучше
1	0	1	1	1	0	0	какое море соленее  средиземное или черное
0	1	0	1	0	1	0	как  выбрать  мультиварки
1	1	0	1	0	0	0	из какого материала лучше построить гараж
0	0	1	0	1	0	0	что имеют общего и чем различаются полные и краткие причастия
0	1	0	0	1	0	0	в чем сходство и различие рынка монополистической конкуренции и конкурентного рынка
0	0	1	0	1	1	0	как отличить орхидею от фаленопсиса
0	1	0	2	1	0	0	чем ультрабук лучше ноутбука
0	0	0	1	1	0	0	где дешевле черногория или хорватия
0	1	0	1	0	1	0	автохолодильник как выбрать
0	1	0	1	0	0	1	какой аквапарк в крыму лучший
0	1	0	1	0	0	0	какой выбрать кондиционер
0	1	0	1	0	0	0	какой степпер купить отзывы
0	1	0	1	1	0	0	где лучше тунис или египет
1	1	1	2	1	0	0	в чем проявляется усложнение в строение эвглены зеленой по сравнению с амебой протеем
0	1	0	1	0	0	0	какой интернет магазин лучше
0	1	0	2	1	0	0	чем собака лучше кошки
0	0	1	0	0	0	0	к какой группе стратегий относятся стратегии, связанные с изменением продукта и (или) рынка и не затрагивающие отрасль, положении фирмы внутри отрасли и технологию
0	1	0	1	0	0	0	чем лучше кормить померанского шпица
1	0	1	1	1	0	0	как пишется полисадник или палисадник
0	1	0	0	1	1	0	как отличить кровотечение от месячных
0	1	0	0	1	0	0	чем отличается москва от питера
0	1	0	0	0	0	1	как лучше всего делать эпиляцию
1	0	1	1	0	0	1	в какой стране больше всего компьютеров
0	1	0	0	1	0	0	чем образование отличается от воспитания
0	1	0	1	0	0	0	какого производителя акриловой ванны выбрать
0	1	0	0	1	0	0	чем отличается т12 от т13
0	0	1	0	1	0	0	чем отличается фиалка от виолы
0	0	0	0	0	0	0	чем отличается гемоглобин орла от гемоглобина зайца
1	0	1	1	1	0	0	как правильно говорить солит или солит
0	0	0	0	0	0	1	что лучше  ega или svga  почему
0	1	0	1	0	0	0	какой фотоаппарат лучше выбрать
1	0	1	1	1	0	0	как правильно писать тристо или триста
0	1	0	1	1	0	0	какой телевизор лучше led или lcd
1	1	0	2	1	0	0	почему в клинописи в десятки раз больше знаков чем в нашей азбуке букв
0	1	0	1	1	0	0	что выбрать планшет или ноутбук
0	1	0	1	1	0	0	что выбрать ps3 или xbox 360
1	0	1	0	1	0	0	чем отличается рассказ от сказки
1	1	0	0	1	0	0	в чем отличие водки от виски
0	1	0	1	1	0	0	что выбрать кенон или никон
0	1	0	1	0	0	0	чем лучше клеить металл
1	0	1	0	0	0	0	какая разница во времени с мексикой
1	1	0	1	0	0	0	какая страна лучше для отдыха
0	1	0	1	0	0	1	какой внедорожник считается самый лучший в мире
0	1	0	1	1	0	0	какой провод выбрать одножильный или многожильный
0	0	1	0	1	1	0	по каким внешним признакам вы сможете отличить изделия из алюминия от изделий из других материалов
1	0	1	0	1	0	0	в чем различие технологической цепочки производство черных и цветных металлов
1	1	0	1	0	0	0	на каких курортах есть пальмы
0	1	0	0	1	0	0	2. каково основное различие между ос windows xp и windows server 2003?
0	0	1	0	1	0	0	чем баня отличается от сауны
1	0	1	1	0	0	0	какие источники минеральной воды преобладают в болгарии
0	1	0	1	1	0	0	что лучше htc wildfire s или samsung galaxy ace
0	1	0	1	0	0	0	какую выбрать шпатлёвку
0	1	0	1	0	0	0	куда поехать на 8 марта?
0	1	0	1	1	0	0	как выбрать холодильник с no frost или без
0	1	0	1	1	0	0	что лучше липучка или шипы
1	1	0	1	0	0	0	какие витамины лучше добавлять в шампунь
1	0	1	1	0	0	1	какая церковь в париже является самой древней?
0	1	0	1	1	0	0	какое лучше наращивание капсульное или ленточное
0	0	0	0	0	0	1	при каком наибольшем натуральном n число n5n28 является точным квадратом
1	1	0	1	0	0	0	в какое время лучше подстригать волосы
0	1	0	1	0	0	0	какая прошивка лучше
0	1	0	1	0	0	0	какой ковер лучше
0	0	1	0	1	0	0	что такое совместная и долевая собственность
0	1	0	1	1	0	0	какая мышь лучше оптическая или лазерная
1	1	0	1	0	0	0	с каким цветом гармонирует красный
0	1	0	1	1	0	0	какая матрица лучше пзс или кмоп
0	1	0	1	0	0	1	какая самая лучшая игра года
0	1	0	1	1	0	0	что лучше хаски или овчарка
1	1	0	1	1	0	0	что лучше принимать для роста мышц гейнер или протеин
0	1	0	1	0	0	1	в каком возрасте лучше всего начать качаться
0	1	0	1	0	0	0	какой мфу лучше купить
0	0	0	0	0	0	0	электроплитка как выбрать
0	1	0	1	0	1	0	как выбрать имя для мальчика
0	1	0	1	0	0	1	какой антивирусник самый лучший?
0	1	0	0	1	1	0	как отличить славянина от еврея
1	0	1	1	0	0	0	в какой стране меньше всего людей
0	1	0	1	0	1	0	как выбрать жк телевизор
0	0	1	0	1	0	0	чем Wi-Fi роутер отличается от точки доступа
0	1	0	1	0	0	0	какой ингалятор ультразвуковой лучше
1	0	1	1	1	0	0	как правильно автозаводской или автозаводский район
0	1	0	1	0	0	0	какая химчистка лучше
0	1	0	1	1	0	0	какой фотоапарат лучше кэнон или никон
0	1	1	1	1	0	0	что лучше нурофен или парацетамол
0	1	0	1	0	0	0	какая кран букса лучше
0	1	0	1	1	0	0	лучше блондинкой или брюнеткой
0	0	1	0	1	0	0	чем отличается контрольная от реферата
0	1	0	0	1	0	0	можно ли заменить фенистил супрастином
0	1	0	1	0	0	0	какие корма для кошек лучше
0	0	1	0	1	0	0	чем отличается совмещение от совместительства
1	1	1	2	1	0	0	почему покрытые пылью листья фотосинтезируют хуже чем чистые
0	1	0	1	0	0	0	какой ноут выбрать
0	0	1	1	1	0	0	как правильно писать сеют или сеят
1	0	1	1	1	0	0	что выше конституция или международные договоры
0	0	1	0	1	0	0	чем отличается битум 6090 от 90130
0	1	0	1	0	1	0	как выбрать вратарские перчатки
0	0	1	0	1	1	0	как узнать под агс сайт или нет
0	1	1	1	1	0	0	что лучше пить антибиотики или колоть
0	1	0	1	0	0	0	где лучше взять кредит в пензе
0	1	0	1	1	0	0	какие натяжные потолки лучше бельгийские или немецкие
1	1	1	2	1	0	0	в чем проявляется усложнение в строении эвглены зеленой по сравнению с амебой
0	1	0	1	0	0	0	какие заточки для ножей лучше
0	1	0	1	0	0	1	где лучше растет гортензия
0	1	0	0	1	0	0	как запустить mx vs atv
0	0	1	0	1	0	0	чем отличается фаллоимитатор от вибратора
1	1	0	1	1	0	0	что дороже линолиум или ламинат
0	1	0	1	0	0	1	какая самая лучшая аська на комп
1	0	1	0	1	0	0	какой физиологический критерий вида отличает травяную лягушку от озерной лягушки
0	0	1	0	1	0	0	в чём состоит сходство между кинетической энергией тела и потенциальной
0	1	0	1	0	0	0	какие лучше брать презервативы
0	1	0	1	1	0	0	что лучше филипс или ровента
0	1	0	1	1	0	0	что выбрать аэрогриль или мультиварку
1	0	1	1	1	0	0	что больше кб или мб
0	0	0	0	0	0	1	почему папоротники относят к высшим растениям
0	1	0	1	0	0	0	медиаплеер что выбрать
1	0	1	1	0	0	1	где в коми самый малый снежный покров
0	1	0	1	0	0	1	какая марка мясорубки самая лучшая
0	0	1	1	1	0	0	кто выиграл россия или чехия
1	0	1	1	0	0	1	у какого животного самые большие глаза
0	1	0	1	1	0	0	какой сфинкс лучше донской или канадский
1	1	0	1	1	0	0	что вреднее водка или сигареты
0	1	0	0	1	0	0	чем отличается смотр войск под браунау и ольмюцем
0	1	0	1	0	1	0	как выбрать себе сноуборд
0	1	0	1	0	0	0	куда лучше лететь отдыхать
1	0	1	1	1	0	0	что больше 56 или 67
0	1	0	1	1	0	0	что лучше двери пвх или ламинат
0	1	0	1	0	0	0	какие фильтры для воды лучше
1	0	1	1	0	0	1	в каком классе наибольшее число видов
0	1	0	1	0	0	0	какая вакцина от бешенства лучше
1	1	0	1	0	0	0	какие трубы лучше для канализации в квартире
0	0	1	0	1	1	0	как узнать айфон симфри или нет
0	0	1	0	1	0	0	чем отличается аспирин кардио от обычного
0	1	0	1	0	0	1	какой самый страшный фильм в мире
1	1	0	1	1	0	0	игра кто красивее блум или флора
0	0	1	0	1	0	0	чем real отличается от integer
0	1	0	0	1	0	0	что общего между вороном и письменным столом
0	1	0	1	0	1	0	как выбрать шубу из мутона
1	0	1	1	1	0	0	как правильно ю тюб или ю туб
0	1	1	0	1	0	0	чем отличается планшет от смартфона
1	0	1	1	1	0	0	как правильно говорить средства или средства
1	0	1	1	1	0	0	какое озеро больше ладожское или онежское
0	1	0	0	1	1	0	как отличить зимнее пальто от осеннего
1	1	0	1	1	0	1	какое молоко самое качественное
1	1	0	0	0	0	1	какую прическу сделать с волнистыми волосами
0	1	0	1	0	0	0	из каких блоков лучше строить дом
1	0	1	1	1	0	0	как правильно алеся или олеся
0	1	0	0	1	0	0	чем различаются деловые и личные отношения
0	1	1	0	1	1	0	как отличить межреберную невралгию от панкреатита
0	1	0	1	1	0	0	что лучше windows 7 или linux
0	1	0	1	1	0	0	что лучше мазда или пежо
1	1	0	2	1	0	0	почему население россии в 1997 г в целом более старое чем в 1959 г
0	0	1	0	1	1	0	как определить золотая монета или нет
0	1	0	1	0	0	0	какой регистратор выбрать
0	1	0	1	1	0	0	какая стиральная машинка лучше бош или сименс
0	1	0	0	1	0	0	в чем различие gprs и edge
0	1	0	0	1	0	0	в чем заключается сходство и различие между понятиями природа и географическая среда
1	1	0	1	0	0	1	какие орехи самые полезные
1	0	1	1	1	0	0	как правильно что ж или чтож
0	1	0	1	1	0	0	что лучше iphone 4s или samsung galaxy s3
0	1	0	1	1	0	0	что выбрать айфон 4 или самсунг галакси 2
1	0	1	1	1	0	0	кто может дольше обходится без воды жираф или верблюд
0	1	0	1	1	0	0	какой потолок лучше натяжной или подвесной
0	1	0	0	1	1	0	tissot как отличить оригинал от подделки
0	1	0	1	1	0	0	что выбрать кайрон или актион
1	1	0	1	1	0	0	что лучше для авто бензин или газ
1	0	1	1	0	0	0	какие ветры господствуют в южной америке
1	0	1	1	1	0	0	как правильно написать ильюша или илюша
1	0	1	1	1	0	0	что появилось раньше кирпич или ткань
0	1	1	1	1	0	0	что лучше экг или узи сердца
0	1	0	1	1	0	0	что лучше windows 7 или windows xp
1	0	1	1	1	0	0	какое озеро глубже виктория или танганьика
1	0	1	0	1	0	0	чем блог отличается от дневника
0	1	0	2	1	0	0	чем линукс лучше виндовс
1	0	1	1	1	0	0	что ближе к каиру хургада или шарм
0	1	1	1	1	0	0	лосось чем отличается от семги
1	1	0	1	0	0	1	какая куртка самая теплая
0	0	0	0	0	0	1	что будет с долларом в ближайшее время
1	1	0	1	0	0	0	когда лучше ехать во владивосток
1	1	0	1	1	0	0	когда лучше качать пресс утром или вечером
0	1	0	1	1	0	0	какой айфон лучше американский или европейский
1	1	0	1	0	0	1	какой самый лучший подарок на 13 лет
1	1	0	1	0	0	0	какой телефон лучше купить в 2012 году
0	0	1	0	1	0	0	чем подгузники отличаются от трусиков
1	0	1	1	0	0	1	какая российская картинная галерея самая большая в мире
0	1	0	1	1	0	0	что выбрать душевую кабину или ванну
1	0	1	2	1	0	0	в чем проявляется более сложное развитие пресмыкающихся по сравнению с земноводными на примере дыхательной системы
1	0	1	1	0	0	1	какая порода кошек живет дольше всех
0	1	0	1	0	1	0	как выбрать электронные качели
0	1	0	1	0	0	0	куда поехать в ноябре
0	1	0	0	1	0	0	в чем разница между ноутбуком и ультрабуком
0	0	0	0	0	0	1	в какой день и по какому поводу ежегодно проводится самый яркий и пышный парад с выносом знамени одного из пяти гвардейских полков
1	1	0	1	0	0	0	в какой стране лучше отдохнуть в июне
1	1	0	0	1	0	0	в чем заключается  общность и различие между мировоззренческими позициями софистов и сократа
1	1	1	2	1	0	0	почему частота обновления изображения на экране монитора должна быть больше чем частота кадров в кино
0	0	1	0	1	0	0	в чем отличие народной сказки от литературной
0	0	0	0	0	0	1	где во вьетнаме лучшие пляжи
0	1	0	0	1	0	0	чем отличается дом от квартиры
1	0	1	1	1	0	0	как пишется отдышка или одышка
1	1	0	1	0	0	1	идеи какого общественного движения казались рабочим наиболее привлекательными?
0	1	0	1	1	0	0	какой телевизор выбрать жк или лед
0	1	0	1	1	0	0	каков ваш выбор получение 1000 сегодня или 2000 через 8 лет при коэффициенте дисконтирования 9
0	1	0	0	1	0	0	чем хорошие девочки отличаются от плохих
1	1	1	0	1	0	0	чем отличаются паласы от ковров
0	1	0	1	1	0	0	какая ява лучше 634 или 638
0	1	1	0	1	0	0	чем отличается adobe reader от acrobat reader
0	0	1	0	1	0	0	чем отличаются иммуномодуляторы от иммуностимуляторов
0	1	0	1	0	0	0	какой аккумулятор лучше купить
0	0	1	0	1	0	0	в чём сходство размножения птиц и рыб
0	1	0	0	1	1	0	как отличить одну часть речи от другой
0	0	0	0	0	0	1	что будет с рублем в ближайшее время
0	0	1	0	1	0	0	чем замкнутая кровеносная система отличается от незамкнутой
0	1	0	1	0	0	0	когда лучше стирилизовать кошек
0	0	1	0	1	0	0	что общего у народной сказки и у сказки пушкина
0	1	0	1	1	0	0	какие обои лучше виниловые или флизелиновые
0	1	0	2	1	0	0	чем мазила лучше оперы
1	1	1	2	1	0	0	в чем проявляется усложнение папоротников по сравнению с мхами
0	1	0	1	0	0	1	какая версия андроид лучшая
0	1	0	1	0	0	0	какие сорта конопли лучше
0	0	0	0	0	0	0	чем отличается оригинальный айпад от китайского
0	1	0	1	1	0	0	что лучше ноутбуки или планшет
0	0	1	0	1	0	0	чем клетка одноклеточного организма отличается от клетки многоклеточного организма
0	1	0	1	1	0	0	куда лучше поехать в тайланд или на бали
0	1	0	1	0	0	0	какой кёрхер лучше
0	1	0	1	0	0	0	когда лучше кастрировать британца
1	1	0	1	0	0	0	какие женщины больше любят секс
0	1	0	1	0	0	0	какое покрытие утюжка для волос лучше
1	1	0	1	0	0	0	какие отруби полезнее
1	0	1	1	1	0	0	как правильно нижеперечисленные или ниже перечисленные
0	1	0	0	0	0	0	куда поехать молодоженам кататься
1	0	1	1	1	0	0	кто старше доктор или профессор
1	1	0	1	0	0	1	какие ужасы самые страшные
1	1	0	1	0	0	1	где можно найти самую большую группу придурков в россии?
0	0	1	1	1	0	0	в чем состоит преимущество протокола ftp перед протоколом http при загрузке файлов
1	0	1	1	1	0	0	что быстрее windows xp 64 или windows 7 64
0	0	1	0	1	0	0	чем план отличается от карты?
0	1	0	1	1	0	0	что лучше газовая или электрическая духовка
1	1	1	2	1	0	0	почему климат антарктиды более суров чем климат арктики
0	0	1	0	1	0	0	чем болт от винта отличается
1	1	0	1	1	0	0	какой ток опаснее постоянный или переменный и почему
0	1	0	1	1	0	0	какую карту выбрать visa или mastercard
0	1	0	0	1	0	0	в чем разница между epson t50 и p50
1	0	1	1	0	0	1	в какой стране самая дешевая недвижимость
1	0	1	1	1	0	0	кто победил лебедев или кокс
0	1	0	0	0	0	0	на что обращать внимание при выборе электромясорубки
1	1	0	1	0	1	0	как выбрать роддом в москве
1	1	0	0	1	0	0	чем название нашей планеты отличается от других?
0	1	0	1	0	0	0	какой floyd rose лучше
0	1	0	1	0	0	1	кто лучший репер
1	0	1	1	1	0	0	как правильно шпаклевка или шпатлевка
0	1	0	1	1	1	0	как проверить настоящий айфон или нет
1	0	1	0	1	0	0	как писать предлоги слитно или раздельно
0	1	0	0	1	0	0	почему женщины и мужчины разные
0	1	0	2	1	0	0	чем самолет лучше поезда
0	0	1	0	1	0	0	что общего между прилагательным и причастием
1	1	0	1	0	0	0	какой дом лучше строить в подмосковье
1	0	1	1	1	0	0	что южнее аризона или юта
0	0	1	0	1	0	0	в чем сходство млекопитающих и пресмыкающих
0	1	0	1	0	0	0	какой металлоискатель лучше
0	1	0	1	0	1	0	как выбрать себе профессию
0	1	0	1	1	0	0	что взять ipad 2 или 3
0	0	1	0	1	0	0	чем отличается газовый пистолет от травматического
0	1	1	0	1	0	0	что общего и в чем различие между колебаниями и волнами
1	1	0	1	0	0	0	какое покрытие для выпрямителей лучше
0	0	1	0	1	0	0	чем шотландский кот отличается от британского
1	1	0	1	0	0	0	какие памперсы лучше для новорожденных
0	1	0	1	0	0	0	какой фирмы принтер лучше
0	1	0	1	0	0	1	где лучшая медицина
0	1	0	2	1	0	0	чем i5 лучше i3
0	1	0	1	0	0	0	каким бизнесом лучше заняться
0	1	0	1	1	0	0	кого выбрать кошку или собаку
0	0	1	0	1	0	0	чем отличается миллионер от олигарха
0	1	0	1	0	0	0	какая эмаль хорошая
1	0	1	1	0	1	0	как отличить подделку черной икры
0	1	0	2	1	0	0	чем симбиан лучше андроида
0	1	0	0	1	0	0	чем отличается секс от траханья
1	1	0	1	1	0	0	что выгоднее подарить или продать квартиру
0	0	1	0	1	0	0	в чем сходство барщины и оброка
1	1	0	1	0	0	0	какие обои лучше для узкой комнаты
1	0	1	1	1	0	0	как пишется слово кристины или крестины
0	1	0	1	1	0	0	кто выиграет испания или португалия
0	1	0	1	0	0	0	какой подгузник лучше
1	1	0	1	0	0	0	какой аккумулятор лучше для севера
0	0	1	0	1	0	0	что общего между вводными словами и обращениями
1	1	0	1	1	0	0	у каких ноутбуков самая лучшая система охлаждения
0	1	0	0	1	0	0	в чём разница между  контурным и пуховым перьями
0	0	1	0	1	0	0	как правильно ножницами или ножницами
0	1	0	0	0	0	0	чем можно заменить сумамед
1	1	0	1	1	0	0	где легче удерживать тело в воздухе или в воде
0	1	0	1	0	1	0	какой памятник выбрать
0	1	0	0	1	1	0	как отличить лягушку от жабы
0	1	0	1	1	0	0	что лучше купить ваз 2105 или ваз 2106
1	0	1	1	1	0	0	как пишется ничего или не чего
0	1	0	0	1	0	0	какая разница между ноутбуком и ультрабуком
1	0	1	1	1	0	0	что больше гипотенуза или катет
0	0	1	0	1	0	0	в чем заключается различие между способами и средствами связи частей текста
0	0	1	0	1	0	0	чем отличается товарный знак от знака обслуживания
0	1	0	1	1	0	0	что выбрать  ванну или душевую кабину
0	1	0	1	0	0	1	какой самый лучший гейнер
1	1	0	1	0	0	0	какой модем лучше в кемерово
0	0	1	0	1	0	0	чем отличается бюджетное обязательство от денежного
1	1	0	2	1	0	0	чем природный газ как топливо лучше нефти
0	1	0	1	0	0	0	когда лучше чистить пруд
1	1	1	2	1	0	0	почему горные области получают осадков больше чем равнины
0	0	1	0	1	0	0	чем отличается вес тела от массы тела
0	1	0	1	1	0	0	что лучше лансер или джетта
0	1	0	0	1	0	0	в чем сходство басен крылова мартышка и зеркало и михалкова зеркало
0	0	0	0	0	0	1	почему именно на русской равнине наиболее полно представлены природные зоны нашей страны
0	1	0	1	0	0	0	каким валиком лучше красить обои
0	1	0	0	1	1	0	как вы можете отличить хорошего человека от плохого
1	1	1	0	1	0	0	чем кандидоз отличается от молочницы
0	1	0	1	0	0	0	куда ехать в европу в январе
0	0	1	0	1	1	0	как отличить подагру от артрита
0	0	1	2	1	0	0	какими преимуществами обладает переменный ток по сравнению с постоянным
0	1	0	0	1	0	0	что общего у света с тьмой
0	1	0	1	1	0	0	какая прошивка лучше 421 или 433
0	1	1	1	0	0	0	в какие дни лучше сводить собак
1	1	0	1	0	0	0	где дешевле купить доллары в тюмени
1	1	0	1	0	0	0	какие подгузники лучше для новорожденных
1	1	0	1	1	0	0	кто сильнее человек или природа
0	0	0	0	0	0	1	что самое острое на свете
0	0	1	0	1	0	0	на сколько морская миля отличается от английской
0	1	0	0	1	0	0	как узнать кот или кошка
0	0	0	0	0	0	0	чем отличается бронебойный снаряд от подкалиберного
1	0	1	1	0	0	1	какой самый опасный наркотик
0	1	0	1	1	0	0	что лучше газобетон или пенобетон
0	1	0	1	1	0	0	какой лучше canon 550d или 600d
